-17.6413043478261,-19.6276595744681,-23.5833333333333,-25.875,-27.8695652173913,-30.4845360824742,-31.4719101123596,-33.7263157894737,-33.5052631578947,-34.3152173913044,-35.4318181818182,-35.8105263157895,-36.3548387096774
-18.0625,-19.4270833333333,-24.1304347826087,-26.1473684210526,-27.9468085106383,-30.5,-31.3483146067416,-33.5684210526316,-33.9166666666667,-34.4742268041237,-35.8313253012048,-35.7263157894737,-36.3333333333333
-17.4375,-19.5684210526316,-24,-26.1170212765957,-27.7291666666667,-30.1473684210526,-32.043956043956,-33.7525773195876,-33.7894736842105,-34.2553191489362,-35.3809523809524,-35.9157894736842,-36.0425531914894
-17.2021276595745,-19.8510638297872,-24.6774193548387,-26.5368421052632,-27.9175257731959,-30.3645833333333,-31.8695652173913,-33.4526315789474,-33.8510638297872,-34.2736842105263,-35.5,-35.9148936170213,-36.2234042553191
-17.5773195876289,-19.5684210526316,-23.3956043956044,-26.010752688172,-28.1684210526316,-29.9896907216495,-32.0108695652174,-33.4895833333333,-34.2795698924731,-34.8085106382979,-35.6555555555556,-35.989247311828,-36.1702127659574
-17.4375,-18.6288659793814,-23.5531914893617,-26.0833333333333,-27.9587628865979,-30.5257731958763,-31.6516853932584,-33.9042553191489,-33.3434343434343,-34.6701030927835,-36.2150537634409,-35.6595744680851,-36.3723404255319
-17.3333333333333,-19.75,-24.1630434782609,-26.3333333333333,-27.9255319148936,-30.40625,-31.5666666666667,-34,-34.2234042553191,-34.4479166666667,-35.7977528089888,-35.8817204301075,-36.3870967741936
-17.989247311828,-19.2553191489362,-23.7684210526316,-25.4943820224719,-27.9894736842105,-31.1958762886598,-31.2527472527473,-33.6907216494845,-33.4175824175824,-34.5670103092784,-36.125,-36.1276595744681,-36.3541666666667
-17.6382978723404,-18.8709677419355,-23.6736842105263,-26.1182795698925,-28.3157894736842,-30.2474226804124,-32.0919540229885,-33.8556701030928,-33.8695652173913,-34.5789473684211,-36.6413043478261,-35.5161290322581,-36.6842105263158
-17.7708333333333,-19.1847826086957,-23.8421052631579,-26.2234042553191,-28.0537634408602,-30.0618556701031,-31.2842105263158,-33.53125,-33.9166666666667,-34.639175257732,-36.3647058823529,-36.2083333333333,-36.3913043478261
-17.0531914893617,-20.1505376344086,-23.9230769230769,-26.1578947368421,-27.7872340425532,-30.2164948453608,-31.4421052631579,-33.8020833333333,-33.8541666666667,-34.4526315789474,-37.0909090909091,-35.9468085106383,-36.4431818181818
-17.4432989690722,-19.7765957446809,-23.7575757575758,-26.3076923076923,-27.6914893617021,-30.375,-31.1979166666667,-33.4845360824742,-33.9473684210526,-34.9072164948454,-37.3837209302326,-35.8478260869565,-36.247311827957
-17.6489361702128,-19.6067415730337,-24.0631578947368,-26.1505376344086,-27.9270833333333,-30.5567010309278,-31.4639175257732,-33.7157894736842,-34.1145833333333,-34.7216494845361,-37.3529411764706,-35.9354838709677,-36.6236559139785
-17.3684210526316,-18.8829787234043,-23.3191489361702,-26.4255319148936,-28.0842105263158,-30.6354166666667,-31.9010989010989,-33.1157894736842,-33.7849462365591,-34.5425531914894,-37.2333333333333,-35.6813186813187,-36.2608695652174
-17.7659574468085,-19.5684210526316,-23.7446808510638,-26.1063829787234,-27.8453608247423,-30.4226804123711,-31.3854166666667,-33.1914893617021,-33.5841584158416,-34.5851063829787,-37.9166666666667,-35.990099009901,-36.125
-17.1170212765957,-18.8125,-23.9255319148936,-26.5789473684211,-28.0645161290323,-30.5833333333333,-31.8125,-32.8315789473684,-33.9166666666667,-34.4895833333333,-37.4942528735632,-36.1157894736842,-36.1098901098901
-18.5368421052632,-19.2258064516129,-24.2173913043478,-26.8586956521739,-28.3541666666667,-30.4315789473684,-32.2210526315789,-34.195652173913,-33.8315789473684,-34.3958333333333,-37.4659090909091,-35.821052631579,-36.1612903225806
