timestamp,rssi,rf power
0.5,,0
1.0,,-34.13052643734048
1.5,,-33.75762712785323
2.0,,-33.51123439673096
2.5,,-33.75852503705158
3.0,,-33.92560904955071
3.5,,-33.86638109604701
4.0,,-34.37522653986418
4.5,,-33.60601035073166
5.0,,-33.98123221869336
5.5,,-34.457458580714984
6.0,,-34.740769951579374
6.5,,-33.89057235831048
7.0,,-34.83233740727757
7.5,,-34.18827319696891
8.0,,-33.97945509382678
8.5,,-30.73880890401123
9.0,,-28.74111620179759
9.5,,-28.611886422843714
10.0,,-28.565907252841516
10.5,,-29.333892657340314
11.0,,-28.768417701797013
11.5,,-28.43144830015285
12.0,,-28.09988917011084
12.5,,-32.65255298952274
13.0,,-32.79641670477195
13.5,,-33.322640143356814
14.0,,-31.235092801078444
14.5,,-28.661897078972913
15.0,,-27.605025851255583
15.5,,-27.998776689512525
16.0,,-28.013092482810883
16.5,,-28.000577260105494
17.0,,-28.18962334297517
17.5,,-28.74754496224068
18.0,,-28.83873904666752
18.5,,-27.244817686494226
19.0,,-27.42696762843788
19.5,,-27.38168028919616
20.0,,-27.94104064815617
20.5,,-28.282936077857656
21.0,,-29.598527981999666
21.5,,-33.50683416568755
22.0,,-34.01490753285987
22.5,,-34.50580411435136
23.0,,-34.080627427672816
23.5,,-33.5603822633274
24.0,,-34.1048001534725
24.5,,-32.97336942314864
25.0,,-31.669928047785707
25.5,,-33.30504186295133
26.0,,-33.966647134581635
26.5,,-33.15920168052458
27.0,,-27.4976263834469
27.5,,-29.78439434452031
28.0,,-33.169859204024355
28.5,,-33.547969643847466
29.0,,-33.36935615118391
29.5,,-30.672996754198746
30.0,,-28.104928906568926
30.5,,-30.520696382903523
31.0,,-31.062193607573533
31.5,,-27.899772070982003
32.0,,-26.4764961531565
32.5,,-26.37278733858387
33.0,,-26.652191537779736
33.5,,-27.370120741886307
34.0,,-26.997669073660507
34.5,,-27.277034866018763
35.0,,-27.670778639675216
35.5,,-28.76538128646277
36.0,,-29.447728361647112
36.5,,-27.989348416740153
37.0,,-28.349110195272292
37.5,,-27.872964038051467
38.0,,-26.85838115922454
38.5,,-26.689393182161485
39.0,,-26.64794125880787
39.5,,-27.520634160184652
40.0,,-25.45680214573512
40.5,,-24.923533543838808
41.0,,-25.393143032299548
41.5,,-26.718460109350694
42.0,,-29.025537373187667
42.5,,-26.734029794842353
43.0,,-25.799051229009724
43.5,,-26.227489129274307
44.0,,-26.898566395982343
44.5,,-26.21115090302232
45.0,,-27.141578066537186
45.5,,-27.103952914944625
46.0,,-28.683023807824135
46.5,,-25.63690247818801
47.0,,-24.620096362559146
47.5,,-26.185803471007713
48.0,,-27.84503512551073
48.5,,-30.805285795381735
49.0,,-26.80793087799363
49.5,,-26.18549602124851
50.0,,-25.488742022784837
50.5,,-26.087484899690384
51.0,,-27.914654218622545
51.5,,-30.54124177216154
52.0,,-29.260389920828356
52.5,,-31.002856339575903
53.0,,-31.19708225948902
53.5,,-29.425485184114443
54.0,,-31.346692627793548
54.5,,-32.91481669618365
55.0,,-32.63906610517333
55.5,,-32.72459197495631
56.0,,-33.41818624088907
56.5,,-29.969534188457295
57.0,,-28.179159070460262
57.5,,-30.12080898559084
58.0,,-31.20032041006823
58.5,,-29.503747668183934
59.0,,-30.001276200431807
59.5,,-31.745072349667655
60.0,,-33.5033222842758
